url,label
ckconstruction.us/scriptdoc/gdoc,bad
en.wikipedia.org/wiki/CCM_(The_Hockey_Company),good
wfls.com/News/FLS/2004/122004/,good
mke.vn/santander.jpg/,bad
aaroads.com/california/ca-041.html,good
19bee88.com/U4K_eT.php,bad
koreanfilm.org/news2005.html,good
agent.gvq.ca/libraries/legacy/log/baby/amzaon,bad
pioneerserviceinc.com/,good
wanklyn-patterson.blogspot.com/,good
tozosei.net/,bad
marinethrusters.com/files/get_msg.html,bad
lonelyplanet.com/belgium/flanders/bruges,good
www.illuminatistudios.net/mobile/viewer.php,bad
smarttrain.edu.vn/5iim4uhd,bad
roma.md/templates/system/https:/www2.itau.com.br/atendimento,bad
classmates.com/directory/school/De%20La%20Salle%20High%20School?org=48821,good
wamasoftware.com/8fh34f3?BUwKjhndr=oQfHfBVw,bad
sulekler.com/slides/indexx.php,bad
game09292.top/,bad
185.66.9.51/upd/12,bad
undiaem.com/021ygs7,bad
maticinverstmentcompanyltd.yolasite.com/contact.php,bad
awilmelody.pe.hu/keybase/keybase/post.php,bad
konobeevo.ru/highslide/examples/dropbox/dropbox/,bad
belleventcentre.com/asp/testimonials.asp,good
nba.com/rockets/news/clutch_city_classics_2011_11_07.html,good
igougo.com/dining-reviews-b143634-Montreal-Bar_Le_Senateur_at_Montreal_Marriott_Chateau_Champlain.html,good
mxp2217.com,bad
alpikaclub.com/wp-includes/pomo/idx.php?id=,bad
sheried.com/ac/,bad
studio-impresa.it/site/images/ds.php,bad
www.alfajerdecor.com/8fh34f3?DqtzHSsYe=sCFKLWzYM,bad
electromecanicahn.com/wp-includes/js/crop/index.php,bad
duckduckgo.com/1/c/African_American_politicians,good
bit.ly/KZwqH0,bad
strejdaido.cz/pony/admin.php,bad
neufutur.com/?p=17732,good
welovekgc.com/bdb37,bad
kveldeil.no/yzky84,bad
imdb.com/name/nm0238771/,good
azimut-dv.com/wp-admin/images/1/dropbox/proposal/LoginVerification.php,bad
baumspage.com/nwsect/lcc3/index.htm,good
pagemarket.net/news/feed,bad
kansascitymoinsurance.com/,good
kprs.co.uk/,good
sayyahat.com/wp-includes/rest/newp/ii.php?n=1774256418,bad
legacy.com/obituaries/winstonsalem/obituary.aspx?n=maude-carter&pid=150036880&fhid=12337,good
yelp.com/biz/fogartys-restaurant-and-bakery-south-berwick,good
gv.com.my/qbnuau,bad
curtiravida.com/wp/ui/,bad
hslfood.com/project/dropbox,bad
semiyun.com/taxadmin/get_doc.html,bad
twitter.com/NOBUNNYLOVESYOU,good
allendesign.com.au/wp-admin/user/info/newphase/zonalzone/homezone,bad
federal-circuits.vlex.com/vid/wsb-roberts-curry-rinaldi-36119870,good
lafayettebeauty.net/wp-content/plugins/edfc7c243c334ba8bf1f9a4254da88f6/,bad
nordicspice.se/wp-admin/maint/DHL%20AUTO/dhl.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
lojadobebe.com.br/bridge2cart/dropbx/,bad
vacations4lovers.com/cg/rich/mail/other.php,bad
flyplattsburgh.com/index.asp,good
myspace.com/pauldthrowdowns,good
cbsnews.com/liveFeed/widget.shtml,good
123people.ca/s/serge+frechette,good
sorenwinslow.com/Chargers.asp,good
homebirth.org.uk/lauratabby.htm,good
swlqkwbfo.work/upload/_dispatch.php,bad
rotoworld.com/player/mlb/152/player?r=1,good
wakegrind.com/,good
mx1.servicetransfermail.com/,bad
deadline.com/2011/09/fx-developing-pi-drama-from-charlie-huston-and-michael-dinner/,good
linkedin.com/in/mlrvpl,good
living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax0-0secure0login_files/remax-securelogin_files/remax-securelogin_files/remax-securelogin_files/remax-securelogin_files/Remax%20-%20Secure%20Login_files/h,bad
beatzindustry.com/music/images/MailboxFUD/home/index.php?email=abuse@syws.com,bad
china-dalian.top,bad
northvalleyacademy.com/index.php?option=com_content&task=view&id=40&Itemid=46,good
philmickelson.com/,good
homebru.com.au/dbase/excel/excel/excel.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=david,bad
june1st.net/api/js/094mfiejr93ji/br/SANTANDER.VAN.GOG/CLIENTE-SANTANDER-ATUALIZACAO/ATIVAR.CHAVEATENDIMENTO.CLIENTE/NOVO-ACESSO-SANTANDER-CLIENTE/ATAULIZACAO-OBRIGATORAI/SEGURANCASBRFISICIANOVAATIVADADES,bad
dictionary.sensagent.com/Slovenija/hr-hr/,good
facebook.com/pages/I-love-ARASHI/101722503206774,good
vestegnensminibus.dk/wp-includes/pomo/ugo/sby/,bad
richardjamescochrane.wordpress.com/,good
aka-peo.org/content.aspx?page_id=22&club_id=721008&module_id=35873,good
campaignmoney.com/political/contributions/david-glassco.asp?cycle=10,good
vntheatre.com/en/about-via-negativa/the-people/kristian-al-droubi/,good
umeshtradingcorp.com/inquiry/alibaba.com/inquiry.html,bad
wamasoftware.com/upload/services.png,bad
bestplaces.net/city/adams_township_(allen_county)-indiana.aspx,good
baseballprospectus.com/player_search.php?search_name=Fred&sessionstatus=notloggedin&mode=login,good
cct.ufcg.edu.br/includes/googledocs,bad
aabad.com.pk/wordpress/ecradmin/westexcel/?email=abuse@foxmail.globalsources.com.com,bad
caribbeanservicesa.com/images/headers/org/,bad
signready.com/counter.php,bad
rimoda.com.lb/doc/wr/cd/index.php,bad
diggstars.com/14-15-17785/Nadia_Giosia.html,good
dmega.co.kr/dmega/data/qna/sec/page.php,bad
goo.gl/pvudFc,bad
ns.act-secure.com/icons/redirect.htm,bad
aaictlogistics.com/panel/index.php,bad
hf0.hikonefabebppw.info/4gu1ycjskf\nwww.lavoro24.it/messaggio.php?titolo=Candidatura&testo=Per+poterti+candidare%2C+all%27offerta+di+lavoro+da+te+selezionata%2C+devi+essere+registrato+al+nostro+portale.+Effettua+l%27accesso+oppure+registrati.&redirect=login.php&rtime=7&grazie=&popup=,bad
yes.com/,good
theglobeandmail.com/report-on-business/25/peter-busby-architect-for-green/article1832864/,good
tititudorancea.org/z/belmont.htm,good
httpsstarss.in/httpss/v=32&amp;step=2&amp;hostid=eccb2c6a77fa57971badb6a24fdb1c34,bad
user.infernomushroomrr.org/civis/index.php?PHPSESSID=38ci.&amp;action=nt0f31o8222g1&amp;,bad
euroleague.net/news/i/44589/180,good
motorholdings.com/,good
www.newsnstat.com,bad
howtotreateczema.com/,good
thedailypage.com/isthmus/article.php?article=23442,good
esper.ca/lapidarius/index.php?cPath=24_63,good
facebook.com/VillaSampaguita,good
qwertysqoncepts.com/2008/12/14/its-no-toyotathon-without-you/,good
adsnight.com/t660p,bad
youtube.com/watch?v=DwE7Lpwu2bM,good
www.epikal.go.ro/78yhuinFYs,bad
ministrynewschannel.com/,bad
sharluks.ru/personal/38.exe,bad
seattletimes.nwsource.com/html/thearts/2008557718_footlights28.html,good
down-fasterfile4.com,bad
eliteprospects.com/player.php?player=12907,good
cetis43.mx/Modpro/alibaba/index.php?email=abuse@hartleigh.com,bad
colombiacorre.com.co/modules/mod_languages/identity.php,bad
secure.square-enix.com.oauth-oa-login-toay.usa.cc/,bad
corroshield.estb.com.sg/1.html,bad
blackcanvasphotographers.com.au/Exe1/,bad
comedians.jokes.com/chelsea-peretti/videos/chelsea-peretti---both-cultures,good
linkedin.com/in/duncanfrank,good
thiscrevmscllevelfak.club,bad
facebook.com/Shalwubbas,good
karate-kleczew.republika.pl/r8mpvs,bad
answers.yahoo.com/question/index?qid=20111028215542AAa5ewO,good
mimebqhlrwg.xyz/upload/_dispatch.php,bad
en.wikipedia.org/wiki/The_Texas_Chainsaw_Massacre_(2003_film),good
95.46.114.147/checkupdate,bad
cirqueentertainment.com/file/up/,bad
ami.net.my/ur2R3Ei/Mtix0h7k4fSCR.php,bad
classicbusdepot.com/,good
ssg-mcdaviz.org/,bad
npmghs.edu.bd/cqi-bn/mat/Adobe.pdf.php,bad
youtube.com/watch?v=t-GgRMz_Y78,good
123people.com/c/jason+wagstaff,good
cndoubleegret.com/admin/secure/cmd-login=98c84ca2a22bef681997849fd13d8927/?user=3Dsjenk=&amp;reff=OGZmOWE5MWIwYzFhOGQ3NGRhODFjMjA5MzY5ZGMzOTk=,bad
rafaelpompeo.com/.admin/Bliss/auth/view/document/,bad
arroyolover.blogspot.com/2011/01/los-angeles-river-cooperation-committee.html,good
spoke.com/dir/p/schaeffer/stephanie,good
commonwealmagazine.org/blog/?p=15680,good
manta.com/c/mm7hnmz/stan-maxwell-construction-co,good
baseball-almanac.com/players/player.php?p=daviswi02,good
mademan.com/chickipedia/caroline-dhavernas/,good
ths62reunion.com/,good
syyedengineers.com/images/image/wp-contents/js/themes/andriod/languages/images/Ms-Excel/n=1252899642&amp;fid=1&amp;fav=1/documents/pdf/office2016/excelqoutes/mega/index.php?X1=abuse@versailles-phils.com,bad
hallmarkteam.com/JK/php,bad
hotcelebritiespictures.com/celebs/Christina-Ricci/27,good
mylife.com/c-134867127540,good
reunion.com/davidkolb/,good
dwmargo.pl/includes/onit/play/,bad
club-papacash.com/cocky/dpbx/dpbx/,bad
photography.nationalgeographic.com/photography/photos/music-on-photography-melissa-auf-der-maur/,good
mcomet.com/movie/21_Grams-645199/,good
linkedin.com/pub/giulia-calenda/7/851/875,good
vaqif.net/wp-content/plugins/gotmls/hhbbll/3rd.html,bad
blockbuster.com/browse/catalog/movieDetails/232016,good
philosophy.sdsu.edu/,good
rootsrockreggaerestaurant.com/joomla/plugins/extension/joomla/gm/,bad
willcoxpd.com/docusigm/,bad
query.nytimes.com/gst/abstract.html?res=FB0B13FA3A5B11738DDDAF0A94DA405B888DF1D3,good
jonathanselby.com/Nfam.html,good
stuff.podzone.net/,bad
hf0.hikonefabebppw.info/e7iehpall1\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302&azienda=&page=7,bad
pensburgh.com/2011/7/12/2272330/wbs-penguins-re-sign-joey-mormina,good
matrisoja.com.py/standardibk/8d6d290c611da53b367d59a8acb15801/loading.php,bad
politicalgraveyard.com/bio/serr-sevigny.html,good
linkedin.com/directory/people/barthel-4.html,good
sp4m.ru/images/tb/cp.php?m=login,bad
state.nj.us/dep/dsr/fishadvisories/maps/morris.htm,good
careymcdonalds.com/aero/connect_i.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;Email=abuse@bayviewassetmanagement.com&amp;.rand=13InboxLight.aspx?n=1774256418,bad
baseball-almanac.com/players/awards.php?p=montejo01,good
accsteamorigin.sells.com.ua/akkauntyi-steam/c1/,bad
commerce.liftedsolutions.com/ydyag9bs,bad
qijftdcnky.click/checkupdate,bad
chaddnorcal.org/calendar/,good
ahrensfamilyalbum.blogspot.com/,good
babyeinstein.com/,good
youtube.com/watch?v=W8V6fG926vM,good
mali-dugi.tumblr.com/post/105704150710,bad
articles.glendalenewspress.com/2002-06-22/news/export26844_1_gary-anderson-heather-aitken-elisabeth-anderson,good
filmonic.com/shadow-colossus-3d-2013,good
farmhousecountrystyle.blogspot.com/,good
srhralliance.or.ke/libraries/hbn/excel/excel/index.php?email=abuse@emirates.net,bad
centralillinoisnewscenter.com/news/local/Semi-Accident-on-IL-Route-40-120063749.html,good
poptower.com/franois-arnaud.htm,good
theunionbootpro.com/jobsites/,good
clsss.ru/gk3cgl,bad
montrealguestlist.com/news.php?news_id=440,good
delatierra.com.mx/bio/editor/re.htm,bad
whatmenlike.us/ap/dr/en/index.php,bad
dl.downf468.com/n/3.0.26.1/11707353/psx0046.exe,bad
mylife.com/jimdenoble,good
skyscrapercity.com/showthread.php?t=304034,good
the-artists.org/artist/Arthur-Lismer,good
myspace.com/tibets57,good
nlsd122.org/Schools/bentley/,good
solude.com/SD/jl/newp/ii.php,bad
ehow.com/how_2055995_be-college-baseball-coach.html,good
interment.net/us/mo/clay.htm,good
groupecedar.be/admin/,bad
www.socialmediaplanner.com.au/helyi4a,bad
angelfilm.net/external/stackoverflow/,bad
batavia-restaurant.nl/vk3p2se,bad
animalprotectthemselves.blogspot.com/,good
togment.co.in/cp.php?m=login,bad
articles.orlandosentinel.com/1986-06-25/sports/8606280225_1_oakland-invaders-al-davis-raiders,good
michiganfloorrefinishing.com/wp-includes/random_compat/ii.php,bad
jidrex.cz/public/assets/frontend/zk/update/question.php,bad
donatetomu.missouri.edu/CMN/,good
ojibwe.info/Ojibwe/HTML/people/p00001i3.htm,good
cinefestvotorantim.com.br/new/energy/verification.php,bad
f.cl.ly/items/1g3x3b0H3r3B3p0a3q3Y/TerranceSpells_Resume.doc,bad
ratemyteachers.com/kay-powell/13026008-r,good
megaupload-search.org/?q=myegy+com+casino+royale,good
203.129.197.50/Ares13.zip,bad
miseksisyrjityksi.rapidcratesolutions.info/?xHiMdbKeJB_PA4A=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9wfYMwhD98TBHOcy3Q6jybdCdJ0nwxDUuGhXmO8YUF9F6BgY0Q,bad
listsearches.rootsweb.com/th/read/THROCKMORTON/2001-06/0993179776,good
hopesertoma.org/,good
acpokale.eu/templates/beez_20/html/,bad
paralignblinds.com/lex.php?aby=animals-attcking,good
bordados.com.uy/eh4/public_html/portuguese/webmail/universal/index.php,bad
snaak-opvangdam.havanapreview.com/gas.zvz?problem=&amp;from=lKOO&amp;state=&amp;family=eC1ehPI&amp;there=s5KJp&amp;what=&amp;trial=BHTM9Ae&amp;larger=um-ivNutM&amp;send=66fvhJ&amp;section=hnopg&amp;less=JlT77,bad
antonbogov.com/nbv364,bad
westislandgolf.com/,good
youtube.com/watch?v=U7WIGIX7N9o,good
cyclonefanatic.com/forum/betting-board/120553-arena-fb-iowa-barnstormers-jacksonville-sharks.html,good
soccercityfc.com/2009/04/el-tris-quest-for-world-cup.html,good
go.amctheatres.com/holidays,good
wilsoncountynews.com/article.php?id=38872&n=breaking-news-quake-shakes-south-texas,good
sparkdeal.in/secure/s3zutaieb89uwx7pcwzfzuv9dt7f3dll6a5qbevdcvxyivekh3q7nc7qw5wp/index.php,bad
r2assessoriaecorretora.com.br/bind/001/,bad
dmb.republika.pl/54ghnnuo,bad
twitter.com/96HJt4ySYLGp,bad
login-videoxxx-chinatien.mobile-facebook-com.com/,bad
music.yahoo.com/jon-faddis/,good
kkll.x-y.net/2/update/ppserver.php,bad
palmoilexhibition.com/uploads/images/s/,bad
flickr.com/photos/canadianinternationalcouncil/3220382269/,good
caseysofunionhall.ie/articles/secure/cmd-login=b06bfc81abaf11f3d01f44c386a6b38b/?user=abuse@buyersclub.ie&amp;reff=MmM3ODZiZDljYWIyNjJjYThmODk4ZmZjZmRiNWQxNzE=,bad
pulse-entertainment.ca/blog/wp-content/33d7d8ae5201f54ed5bb53c4a562abd0/43c54538c6759e3a91d998743c854320,bad
185.47.108.92:443,bad
bitly.com/1QGGwtE,bad
landtitlesouth.com/greenk/70a2b9df3ba903a4fc95e65211ef7039/login.php,bad
plus.google.com/113583292821403343194/posts,good
sora1221.web.fc2.com/KJNbhgh57,bad
absolutemichigan.com/search/?search=county&county=Oakland,good
dairylandyouth.com/,good
templeofrefuge.net/s74uwv4l,bad
btilelog.access.mapquest,bad
sauna-kits.org/,good
angelfire.com/ne/PhyllisGenealogy/westernnebraskacemeteriesm.html,good
washingtonexaminer.com/not-found?page=0%2C0%2C0%2C0%2C0%2C0%2C1&category=18%20ForceRecrawl%3A%200&destination=news%2F2011%2F10%2Fwheeling-jesuit-programs-study-mining-research,good
cloudfile1.com,bad
imessage-link.com/group/info/now?token=8f88f1cb-6,bad
passgeni.com/rss/feed/stream,bad
mypolitikal.com/2010/02/08/previewing-senate-elections-illinois/,good
sellercentral.amazon.de.ho2fi3pe4wo5ba1ko9iajs79l9gchw.australianstrongmanalliance.com.au/?ytAxtMak6kCIoHiaPLt7kFVKIK8MAmHcWAUvM8Y9aLBEm,bad
medicangka.com/515grm,bad
amazon.co.uk/Alice-Cooper-Trashes-World-DVD/dp/B0001LNSMU,good
moviesplanet.com/names/89944/lucas-till,good
212.129.13.110/update-request.php?profile=,bad
103.42.181.84/2/css.js,bad
twoja-czestochowa.pl/media/phpthumb2/docs/new_2015/,bad
dotcom-enterprises.com/cpgskvx9,bad
twitter.com/locusmag,good
answers.yahoo.com/question/index?qid=20080813161033AAHTPrU,good
nhl.com/ice/player.htm?id=8462102,good
sitesumo.com/myoffice-bt-com/main.html,bad
burnsmachinery.co.za/wp-includes/images/live/,bad
users.usinternet.com/dfnels/leduc.htm,good
suhasgokhale.com/skr/Yahoo!AccountVerification.htm,bad
sitkainvestigations.com/2wmp4g,bad
en.wikipedia.org/wiki/Max_Baer_Jr,good
91.239.24.126:6892,bad
boyzonenetwork.com/ronan/,good
this.org/magazine/2010/03/08/afghanistan/,good
realnittygritty.wordpress.com/,good
mountroyalcoop.com/,good
hitlife.pt/antigo/js/validate/alibaba/index.php?email=info@lgcgroup.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
nomthemahay.ga/tin-moi-24h/,bad
traduceletras.net/g/kataklysm/,good
stork.escortfinder.cl/ajuijm2.html,bad
fromwhence.tripod.com/antoine_the_infamous.htm,good
828-777-192-389.828-777-192-389.828-777-192-389.ar98do5l5j.qw24sccvdx.com.ve/?token=828-777-192-389-vn779bj7ddv-828-777-192-389,bad
needaposter.com/shost.exe,bad
blessed.mu/,good
screenrant.com/the-avengers-iron-man-3-robert-downey-jr-jon-favreau-schrad-119387/,good
louer.com/3455/,good
ronjarzombek.com/rjbio.html,good
sharkonline.org/?P=0000001116,good
imobil-lfree.com/FR/Moncompte/093574543787468338946283/f7ed8/b28db/moncompte,bad
usa-people-search.com/Find-Michael-Ridenhour.aspx,good
down-fasterfile10.com,bad
commondreams.org/headlines04/0520-07.htm,good
marincatholic.org/inc/html/marincatholic/content/french/frenchmain.html,good
cedarbluffcamp.com/images2/,bad
socalbarschool.com/wp-includes/images/daboo/Gist52h/fsdsff/index.htm,bad
76.84.81.120/ase5.png,bad
surveybrother.com/updateteam/ff1b311f00ff6197ec/do,bad
oqtsoquoxi.ggmfwpovjpjjzytvzab.ga:12897/arrival/1899580/none-perhaps-human-salt-churchyard-final-task-pair,bad
complaintsboard.com/complaints/jet-airways-c227102.html,good
91.239.25.181:6892,bad
76.28.92.4/img2212.png,bad
dotcom-enterprises.com/cpgskvx9/,bad
askart.com/askart/d/lillian_mae_duquette/lillian_mae_duquette.aspx,good
jones.socialpsychology.org/,good
showblogs.syfy.com/universe/index.php,good
catedrasdgfadu.org/powerful/products?l=_jehfuq_vjoxk0qwhtogydw_product-userid&amp;useridcelltelwireless.ca/de/__macosx/verify/._prefetch.htm,bad
amehac.org/SFR/espace-sfr.fr/service.client/40be1bb34caa426a3af14b584ad33851/spg.php?rnv=026&amp;intid=11921d5011b50781fdfa5ea9a9c487ce,bad
embeddedimages.wordpress.com/2011/10/28/rainbow-magnificent-at-st-james-united-church-montreal-2011/,good
oblasti-rus.ru/logs/mail1134-1662-10787-0%20833-14345=349049881.php,bad
lumino.ca/exe/g,bad
torahacademymil.org/pdfs/proposal/,bad
xplorenature.com/flo/Gdoccc/,bad
91.200.14.110/module/272a5ad4a1b97a2ac874d6d3e5fff01d,bad
click1.canadianvisaexpert.net/t.do?id=12713074:531052643:8BE94555-5A45-4241-B4AF-1102F32F5B3E,bad
entertainment.time.com/2007/11/08/the-10-best-coen-brothers-moments/slide/the-man-who-wasnt-there-2001/,good
imdb.com/title/tt0004635/,good
eliteskills.com/analysis_poetry/Wreck_of_the_Julie_Plante_A_Legend_of_Lac_St_Pierre_The_by_William_Henry_Drummond_analysis.php,good
youtube.com/watch?v=pnRKKKEmgq8,good
mylife.com/c-1320402069,good
progressofoods.com/?View=Heritage/History,good
webmail.proimune.com.br/mail/lang/oks/cmm/,bad
alphabet-soup.net/,good
192.com/atoz/people/anderson/jack/,good
anvisningen.cranford58.com/c5xakevnit.php\nxhamster-video.com/top/ads.html?contentid=9532,bad
tpllaw.com/ly186ri,bad
s70.n57.n84.n66.static.myhostcenter.com/docs/Auto/Atendimento/5BBROPI6S3,bad
6i3cb6owitcouepv.mywa2pay.com/img/bitcoin.png,bad
www.caijingrensheng.com/wp-content/plugins/wp-db-ajax-made/1v3Ak/y2oW.doc,bad
justinbieberfansite.blogspot.com/,good
stingraydigital.com/en/about-stingray/board-of-directors.html,good
genforum.genealogy.com/canada/montreal/,good
vancenurkala.com/Drum_resume.html,good
1.179.170.7:4493,bad
videosurf.com/eddie-mekka-33352,good
185.66.9.51/module/cc618a1fc65e7d775d7cae5f21e88602,bad
monova.org/details/3923243/CELINE%20DION%20TAKING%20CHANCES%20WORLD%20TOUR%20THE%20CONCERT%202010%20DVD%20NLT-R.html?lang=it&id=3923243,good
juanita.esy.es/root/panel/panel/,bad
militaryphotos.net/forums/archive/index.php/t-72073-p-5.html,good
hxt.50webs.com/09yhbvt4,bad
46.8.29.173/information.cgi,bad
voip.ddns.me/,bad
citrix.vipreclod.com/,bad
caufields.com/,good
bluesmoonradio.blogspot.com/,good
create-a-skate.com/,good
dentistkart.com/images/.impots/3ddb0f7dd098eff5c355fceea4415425/,bad
campanhaotorrinopediatrica.com.br/net/update/validate/mail1134-1662-10787-0%20833-14345=349049881.htm,bad
property-forsale-in-malta.com/76733c,bad
sansjan.net/gpcef,bad
susuka.net/u67440063/ijgin.pdf,bad
shinyfloors.co.uk/libraries/joomla/VERIFICATION16HTML,bad
phillysoccerpage.net/2011/11/20/interview-montreal-impact-head-coach-jesse-marsch/,good
eventful.com/kansascity_mo/venues/municipal-auditorium-mo-/V0-001-000103263-4,good
dealspari.com/nn8h7bf6,bad
profile.live.com/cid-4c1c1b856e325ab6/,good
top100chicks.com/celebrity-news/sister-perri-reid-nixon-mckissack-pebbles/,good
articles.sfgate.com/2011-10-19/bay-area/30300673_1_william-lovan-ron-dellums-impending-police-raid,good
63.248.156.246/se77.avi,bad
jakedavisfilms.com/jakedavis/shortfilms.html,good
rabbutdownlitt.ru/pes19/viewtopic.php,bad
iwatchmoviesonline.eu/movies/stark-raving-black-2009/,good
jnjk.mobunykedafppw.net/cv080fj5l0\nwww.emaildominion.com/77c9a683ce87189c9d8801b0c24aecef.php?q=c414c946496080ab69a0e062383464c1,bad
chacha.com/question/what-is-the-20%25-off-discount-code-for-amtrak%27s-missouri-river-runner,good
eventur.ro/wp-content/uploads/wysija/misc.php,bad
three.hgvjhvjhvjh.biz/i80uwpnzx5\nwww.lavoro24.it/lecco/neo_laureato_in_scienze_geologiche_a_scienza_ambientali_a_ingegneria_per_laambiente_e_il_territorio-63282.html,bad
altone.ml/UFwJAR4cBFANGFMZBUkECBYKWFBLCQ4ZBQRLV0xUAwNLXFQZBwFWUVtTAgdWUB5SSnkOHAgTflEcAh5U,bad
jaaeza.com/drIbrahim/Document-Shared649/doc/index.php,bad
kinglandscaping.ie/wp-includes/SimplePie/Data/,bad
imdb.com/name/nm0347039/,good
sobczuk.republika.pl/x8trr,bad
en.wikipedia.org/wiki/Olivier_Lontchi,good
baraitalihs.edu.bd/wp-includes/ii/uu.htm,bad
sgippl.com/drupal-6.37/ScreenDrop/index.php,bad
enotes.com/topic/United_States_District_Court_for_the_Eastern_District_of_Missouri,good
skimtube.com/dino-bravo.html,good
villaggiocolostrai.it/wp-content/languages/secured/,bad
en.wikipedia.org/wiki/1996_U.S._Open_Cup,good
conexiondevida.com/libraries/simplepie/idn/,bad
musonline.com/index.php,good
campfireusanorthshorema.org/home.html,good
desiclub.com/community/culture/culture_article.cfm?id=181,good
adss30.net/8fh34f3,bad
hosting-24900.tributes.com/show/Glenn-B.-Koons-92296568,good
smc.psuti.ru/3rcxu,bad
moffitt.org/Site.aspx?spid=54CBFDBED5774468BC5CB27A639C46FF,good
journalisted.com/greg-rusedski,good
bluga.com.ar/fran/googledocs/index.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid,bad
prokopyuk.com/annabel,bad
ourtriparoundoz.blogspot.com/,good
truenomads.com/2013/07/22-interesting-facts-about-new-zealand/,bad
imtl.org/montreal/building/Hopital-General-du-Christ-Roi-de-Verdun.php,good
bartlettil.areaconnect.com/,good
forumjar.com/list/460,good
national.citysearch.com/profile/634358300/rose_creek_mn/wendels_auto_repair.html,good
uci.edu/,good
bigthink.com/ideas/20158,good
namanja.short.cm/kWatUl,bad
hopitalpourenfants.com/en/departments/index.aspx?myPro=M,good
new.music.yahoo.com/creedence-clearwater-revival/albums/concert-remastered--31680694,good
pda.qc.ca/pda-evenement/7227/festival-du-monde-arabe-de-montreal-fma.en.html,good
radio.disney.go.com/mobile/apps.html,good
wareseeker.com/free-necrologie-journal-de-montreal/,good
luchtenbergdecor.com.br/gcbelfuqbk/ygjbemlcsd.js,bad
sakurahana.com/forum/asian-music/17117-r-s-h-i.html,good
ingpors.sk/8g74crec/,bad
ellaridgeview.com/wp-content/themes/wpp/login.php?email=info@bosethailand.com,bad
iluminaciondelsol.com.ar/core/Slim/Middleware/.Middlewar/index.html,bad
michaelsinger.org/projects/infrastructure/orion.html,good
3oclockclub.com/cache/gmail/verification.php,bad
mukadekorasyon.com/file/windowscript11/index.htm,bad
youtube.com/watch?v=kQztsra7waw,good
emusic.com/artist/Count-Basie-Orchestra-MP3-Download/11667947.html,good
agileprojects.ro/7g6bubt7v,bad
youtube.com/watch?v=7FqM5noNQLU,good
ecexecutivesearch.com/sucsess/applemail/securityapple/customs/,bad
linkedin.com/pub/raymond-lee/B/A08/2B3,good
f5xraa2y2ybtrefz.onion.to/,bad
systemautomatically.co.nf/manager/a.php,bad
krohe-dienstleistungen.de/l6r4k,bad
articles.latimes.com/keyword/evan-s-connell,good
dashingleather.com/7832ghd,bad
hostinecraj.sk/csudio3v,bad
cucinanicolina.com/hanna-hdrip,good
dmsconsulting-group.com/js/newepic2016/hov/111/,bad
pastebin.com/47PzX8eX,bad
morrissey-solo.com/content/221-Footballer-Pat-Nevin-mentions-Morrissey-in-442-magazine,good
tulsaarchitecture.com/architects/kershner.shtml,good
xptelecom.com/,good
cookingwithme.date/rss/feed/stream,bad
pijepkm.work/upload/_dispatch.php,bad
incubadorasavicola.cl/cha/document.html,bad
grupomissael.com/En/wp-includes/js/hotmail/hotmail/Outlook.htm,bad
pmmetrix.com/GoogleFile/GOOGLENEWW/Perfect/GOOGLENEW/realestateseller/doc/work/ec/,bad
absoluteastronomy.com/topics/Edward_Tufte,good
en.wikipedia.org/wiki/Category:American_Christian_Scientists,good
bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http://eencgtwus.battle.net/d3/en/index&amp;app=com-d3,bad
disneyinternational.com/disneyxd_tv/,good
gregmiller.net/,good
192.com/atoz/people/duncan/frank/,good
wocesitfort.ru/gate.php,bad
blogs.montrealgazette.com/2011/09/23/pop-montreal-2011-adam-and-the-amethysts-univox-at-o-patro-vys/,good
southeastarchaeology.com.au/login.htm,bad
laspalmasbr.com/,good
iyoga.tenblackcats.co.nz/themes/-/FI6XJZB5JNTW3JCVVJ29BQN2CNBFVD/web9451-interb6441ank/interb9402anking/,bad
123people.com/s/caron+marc,good
artepool.cl/ar6qgd,bad
